"age","body_type","diet","drinks","drugs","education","ethnicity","height","income","job","last_online","location","offspring","orientation","pets","religion","sex","sign","smokes","speaks","status","essay0"
30,"curvy","mostly vegetarian","socially","never","working on masters program","white",63,NA,"other",2012-06-28 19:51:00,"san francisco, california","doesn't have kids","straight","likes dogs",NA,"f","gemini",NA,"english (fluently), spanish (poorly)","single","i work hard and play hard! but don't worry, playing also means resting and being indulgent. as long as i'm in good company i'm content. thro"
28,"thin","other","socially","never","working on ph.d program","white",66,NA,"education / academia",2012-06-30 08:48:00,"emeryville, california",NA,"straight",NA,NA,"f","leo","no","english (fluently), french (okay), german (okay), latin (poorly), other (okay)","single","so far life has treated me pretty well to say the least, i'm in the pursuit of a phd (art history/archaeology) and am loving every minute of"
19,"athletic",NA,NA,"never","graduated from high school","white, other",71,NA,NA,2012-06-27 21:32:00,"san rafael, california","doesn't have kids","straight","has dogs and likes cats","christianity but not too serious about it","m","gemini and it's fun to think about",NA,"english, japanese (okay), spanish (poorly)","single","so this icupid robot looks like he could be the spawn of wall-e and eve...erm, anyway i'm asa and i'll be your barista for the day...though "
32,NA,NA,"socially","sometimes","graduated from college/university","native american, white",72,NA,"artistic / musical / writer",2012-01-15 16:37:00,"san francisco, california",NA,"straight","likes dogs and likes cats","agnosticism and somewhat serious about it","m","pisces but it doesn't matter","trying to quit","english","single","a recent graduate of an art college. former military guy raised to be a gentleman."
41,"fit","anything","socially",NA,"graduated from college/university","black, white",65,80000,"computer / hardware / software",2012-06-29 14:19:00,"san francisco, california","has a kid, but doesn't want more","straight","has cats","atheism","f","scorpio and it's fun to think about","no","english","single","i'm trying to come to grips with the fact that the okcupid robot thinks i am un-romantic. no way! i think the robot's algorithm needs some a"
27,NA,NA,"often","never","working on masters program","indian",72,NA,"student",2012-06-27 20:36:00,"san francisco, california",NA,"straight",NA,NA,"m","aquarius and it's fun to think about","no","english (fluently), hindi (fluently)","available","hi all !!    i recently moved back to the bay area from portland. i was working for nike in portland. looking to meet new people here in bay"
30,"athletic",NA,"rarely","never",NA,"white, other",68,NA,NA,2012-03-04 21:33:00,"mill valley, california","doesn't have kids","straight",NA,NA,"m","leo","no","english","single","ask and i'll tell you anything you want."
23,"curvy","mostly anything","socially","never","graduated from college/university","white",66,NA,"entertainment / media",2012-06-30 16:58:00,"moraga, california","doesn't have kids, but wants them","straight","likes dogs and has cats","christianity","f","cancer but it doesn't matter","no","english","single","what i lack in common sense and experience i make up for in enthusiasm. a naive girl trying to prove the world is as good and magical a plac"
29,"athletic",NA,"socially",NA,"graduated from college/university","white",75,NA,"artistic / musical / writer",2012-06-30 01:38:00,"san francisco, california",NA,"straight","likes dogs and likes cats","agnosticism and laughing about it","m",NA,"no","english","single","sometimes i like interruptions and randomness to break apart the mundane. sometimes i like linear clarity and a little order to have somethi"
39,"athletic",NA,"socially",NA,"graduated from masters program",NA,67,NA,"other",2011-12-01 10:19:00,"oakland, california",NA,"straight","likes dogs and has cats",NA,"m",NA,"no","english (fluently)","single","i'm passionate about what i'm doing, personally, professionally and privately, regardless of where, when, or why. i laugh out loud, and cry "
27,"athletic",NA,NA,"never","graduated from college/university",NA,72,80000,NA,2012-06-30 21:15:00,"san francisco, california",NA,"straight",NA,"judaism and laughing about it","m",NA,"no","english, sign language, french, italian, thai","single",NA
37,"overweight","mostly anything","socially","never","dropped out of college/university","white",72,30000,"construction / craftsmanship",2012-06-24 10:31:00,"berkeley, california",NA,"straight","likes dogs and likes cats","agnosticism and very serious about it","m",NA,"no","english","single","so here is the deal, i am single and want a woman in my life. someone to have fun with, to share the good times and the bad, a woman to had "
37,"athletic",NA,"socially","never","graduated from masters program","white",67,NA,"other",2011-12-04 16:54:00,"san francisco, california",NA,"straight","likes dogs and likes cats","judaism but not too serious about it","f","aquarius and it's fun to think about","no","english (fluently), spanish (fluently)","single","i'm much more comfortable meeting people doing what i love to do... if i tried to describe an appropriate setting, it would probably resembl"
47,"fit","mostly other",NA,"never","graduated from college/university","middle eastern",63,NA,"medicine / health",2012-06-30 22:02:00,"lagunitas, california","has a kid","straight","has cats","other","f","capricorn","no","english, farsi, spanish","single","i am persian. out spoken. spiritual. activist. poet. health practitioner. passionate. sexy.  and a very dedicated mother to my daughter"
38,"fit",NA,"rarely","never","graduated from college/university","asian",64,NA,"sales / marketing / biz dev",2012-06-26 23:32:00,"san francisco, california","doesn't have kids, but might want them","straight",NA,"agnosticism","f","gemini but it doesn't matter","no","english (fluently), french (okay)","single","i'm pretty down to earth and lead a fairly simple, active and healthy lifestyle. i enjoy running daily. i also like cycling, hiking and swim"
30,"a little extra",NA,"socially","never","dropped out of two-year college","middle eastern, hispanic / latin",74,70000,"sales / marketing / biz dev",2012-06-23 21:10:00,"san francisco, california",NA,"straight",NA,"atheism but not too serious about it","m","taurus but it doesn't matter","sometimes","english, arabic, spanish","single","i came to the states when i was 3 from what i was told, i don't rember. i love to watch movies and hang out with my friends, i like to go to"
33,"curvy","strictly other",NA,NA,NA,"asian, white",65,NA,NA,2012-06-30 22:20:00,"san francisco, california",NA,"straight",NA,NA,"f",NA,NA,"english","single","i like to travel and take a lot of photos next to landmarks. my friend and i like to climb separate mountains and then photograph each other"
31,"fit","mostly anything","often","sometimes",NA,NA,68,NA,NA,2012-06-25 17:21:00,"san francisco, california","doesn't have kids, and doesn't want any","straight","likes dogs and has cats","atheism and somewhat serious about it","m",NA,"no","english (fluently)","available","yes, i don't have a face-shot. the basis for that decision will be rapidly apparent. if you read my profile and think we could be good frien"
25,"average","mostly anything","socially","never","working on masters program","white",62,NA,"student",2012-06-29 21:48:00,"san francisco, california",NA,"straight",NA,"christianity","f","aries and it's fun to think about","no","english (fluently), danish (fluently), spanish (fluently)","single","i'm a bubbly blonde, originally from copenhagen, grew up in kansas, went to school in seattle, and now absolutely loving life in the bay!   "
